Result,Move_ply_1,Move_ply_2,Move_ply_3,Move_ply_4,Move_ply_5,Move_ply_6,Move_ply_7,Move_ply_8,Move_ply_9,Move_ply_10,Move_ply_11,Move_ply_12,Move_ply_13,Move_ply_14,Move_ply_15,Move_ply_16,Move_ply_17,Move_ply_18,Move_ply_19,Move_ply_20,Move_ply_21,Move_ply_22,Move_ply_23,Move_ply_24,Move_ply_25,Move_ply_26,Move_ply_27,Move_ply_28,Move_ply_29,Move_ply_30,Move_ply_31,Move_ply_32,Move_ply_33,Move_ply_34,Move_ply_35,Move_ply_36,Move_ply_37,Move_ply_38,Move_ply_39,Move_ply_40,Move_ply_41,Move_ply_42,Move_ply_43,Move_ply_44,Move_ply_45,Move_ply_46,Move_ply_47,Move_ply_48,Move_ply_49,Move_ply_50,Move_ply_51,Move_ply_52,Move_ply_53,Move_ply_54,Move_ply_55,Move_ply_56,Move_ply_57,Move_ply_58,Move_ply_59,Move_ply_60,Move_ply_61,Move_ply_62,Move_ply_63,Move_ply_64,Move_ply_65,Move_ply_66,Move_ply_67,Move_ply_68,Move_ply_69,Move_ply_70,Move_ply_71,Move_ply_72,Move_ply_73,Move_ply_74,Move_ply_75,Move_ply_76,Move_ply_77,Move_ply_78,Move_ply_79,Move_ply_80,Move_ply_81,Move_ply_82,Move_ply_83,Move_ply_84,Move_ply_85,Move_ply_86,Move_ply_87,Move_ply_88,Move_ply_89,Move_ply_90,Move_ply_91,Move_ply_92,Move_ply_93,Move_ply_94,Move_ply_95,Move_ply_96,Move_ply_97,Move_ply_98,Move_ply_99,Move_ply_100,Move_ply_101,Move_ply_102,Move_ply_103,Move_ply_104,Move_ply_105,Move_ply_106,Move_ply_107,Move_ply_108,Move_ply_109,Move_ply_110,Move_ply_111,Move_ply_112,Move_ply_113,Move_ply_114,Move_ply_115,Move_ply_116,Move_ply_117,Move_ply_118,Move_ply_119,Move_ply_120,Move_ply_121,Move_ply_122,Move_ply_123,Move_ply_124,Move_ply_125,Move_ply_126,Move_ply_127,Move_ply_128,Move_ply_129,Move_ply_130,Move_ply_131,Move_ply_132,Move_ply_133,Move_ply_134,Move_ply_135,Move_ply_136,Move_ply_137,Move_ply_138,Move_ply_139,Move_ply_140,Move_ply_141,Move_ply_142,Move_ply_143,Move_ply_144,Move_ply_145,Move_ply_146,Move_ply_147,Move_ply_148,Move_ply_149,Move_ply_150,Move_ply_151,Move_ply_152,Move_ply_153,Move_ply_154,Move_ply_155,Move_ply_156,Move_ply_157,Move_ply_158,Move_ply_159,Move_ply_160,Move_ply_161,Move_ply_162,Move_ply_163,Move_ply_164,Move_ply_165,Move_ply_166,Move_ply_167,Move_ply_168,Move_ply_169,Move_ply_170,Move_ply_171,Move_ply_172,Move_ply_173,Move_ply_174,Move_ply_175,Move_ply_176,Move_ply_177,Move_ply_178,Move_ply_179,Move_ply_180,Move_ply_181,Move_ply_182,Move_ply_183,Move_ply_184,Move_ply_185,Move_ply_186,Move_ply_187,Move_ply_188,Move_ply_189,Move_ply_190,Move_ply_191,Move_ply_192,Move_ply_193,Move_ply_194,Move_ply_195,Move_ply_196,Move_ply_197,Move_ply_198,Move_ply_199,Move_ply_200
1-0,e4,c5,Nf3,Nc6,Bb5,d6,O-O,Nf6,d3,g6,Nc3,Bg7,Qe2,O-O,Bg5,a6,Bxc6,bxc6,d4,Nd7,e5,cxd4,Nxd4,Nxe5,Rad1,Bg4,f3,Bd7,Qd2,Nc4,Qd3,Nxb2,Qd2,Nxd1,Rxd1,Qb6,Bh6,e5,Kh1,exd4,Ne4,Bf5,Nf6+,Kh8,Bxg7+,Kxg7,Nh5+,Kh8,Nf6,c5,Qh6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,d4,d5,Bf4,Bf5,Nc3,Nf6,Nb5,Na6,f3,Qd7,e3,c6,g4,Bg6,g5,Nh5,Bh3,e6,Nc3,Bb4,a3,Bxc3+,bxc3,Nxf4,exf4,O-O-O,Bf1,Qd6,c4,Qxf4,cxd5,Rxd5,Bxa6,bxa6,Qe2,Kc7,Qxa6,Bxc2,Qxa7+,Kd6,Rc1,Qxc1+,Kf2,Rxg5,Qxf7,Qd2+,Kf1,Bd3+,Ne2,Qxe2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,c4,c6,b3,d5,Bb2,Bf5,cxd5,cxd5,Nf3,Nf6,Bxf6,gxf6,d3,Bg7,Nbd2,Bg4,h3,Bh5,g3,Nc6,Bg2,f5,Rc1,e6,a3,O-O,b4,a6,O-O,Kh8,e3,Be5,Nxe5,Bxd1,Nxc6,bxc6,Rfxd1,Rc8,Nf3,Qd6,Rc5,Rb8,Rdc1,Rfc8,d4,Rb5,R5c3,a5,bxa5,Rxa5,Ne5,c5,Nxf7+,Kg7,Nxd6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,c5,d4,cxd4,Qxd4,Nc6,Qe3,d6,Bd3,e6,Nf3,g6,Nc3,Bg7,O-O,Bxc3,bxc3,Nf6,Bb2,O-O,Bb5,Bd7,Bxc6,Bxc6,e5,dxe5,Nxe5,Qd5,Nxc6,Qxc6,f3,Nd5,Qd4,Rfd8,c4,f6,cxd5,Qxd5,Qxf6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,d4,d5,c4,dxc4,e4,e6,Nf3,Bb4+,Nc3,Nf6,Bg5,h6,Bh4,g5,e5,Ne4,Qa4+,Nc6,O-O-O,Bxc3,Bg3,Bd7,Bxc4,Nxd4,Qa3,Ne2+,Bxe2,Nxg3,hxg3,Bxb2+,Qxb2,Qe7,Rd2,Qc5+,Rc2,Qxf2,Rxc7,Qe3+,Kb1,Bc6,Bb5,Qe4+,Ka1,g4,Ng5,Qxg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,d4,Nf6,c4,e5,dxe5,Ng4,Qd4,d6,h3,c5,Qe4,Nxe5,f4,Qh4+,g3,Qxg3+,Kd1,f5,Qd5,Ng6,Qf3,Qxf3,Nxf3,Nc6,Nc3,Be6,e3,O-O-O,Bd2,a6,Kc2,Be7,Rd1,Bf6,Kb1,Rhe8,h4,h5,Ng5,Bg8,Bg2,Kc7,Nd5+,Kc8,Nxf6,gxf6,Bxc6,bxc6,Nf3,Bxc4,Rhg1,Be2,Rxg6,Bxd1,Rxf6,Bxf3,Rxf5,Rg8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,Re1,Nd6,Nxe5,Nxe5,Rxe5+,Be7,Bf1,O-O,d4,Bf6,Re1,Nf5,c3,d5,Nd2,Bd7,Nf3,c6,Bf4,Re8,Qd2,Qb6,Ne5,Be6,Bd3,c5,dxc5,Qxc5,Bc2,Rac8,Qd3,g6,Rad1,d4,c4,b5,b3,bxc4,Nxc4,Bxc4,bxc4,Qxc4,Qxc4,Rxc4,Rxe8+,Kg7,Bb3,Rc3,Be5,Bxe5,Rxe5,d3,Rd5,Ne7,R5xd3,Rc5,Rd7,Nf5,Rxf7+,Kh6,Rxa7,Nd4,Rxd4,Rc1+,Rd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e5,Nf3,d6,c3,f5,exf5,Bxf5,Bc4,Nc6,O-O,Qd7,d4,e4,Nh4,Bg4,f3,Bh5,Re1,d5,Bb5,O-O-O,Bg5,Nf6,g4,Bg6,Nxg6,hxg6,fxe4,dxe4,Bxf6,gxf6,Rxe4,Qd5,Bd3,Bd6,Re2,f5,g5,f4,Rg2,f3,Rf2,Rdf8,Nd2,Qxg5+,Kh1,Ne7,Nxf3,Qh6,Qg1,Nf5,Qg2,Ng3+,Kg1,g5,Raf1,g4,hxg3,gxf3,Rxf3,Rxf3,Rxf3,Qc1+,Qf1,Qg5,Bf5+,Kb8,g4,Qh4,Qf2,Qh1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,d4,Nf6,Nf3,d5,c4,c6,Nc3,dxc4,e4,Qa5,Bxc4,Nxe4,Bd2,Nxd2,Qxd2,Bf5,O-O,e6,Nh4,Bg6,Nxg6,hxg6,f4,Nd7,a3,Bd6,b4,Qh5,g3,Nf6,Be2,Qxh2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e5,Nf3,d6,Bc4,Nf6,h3,Nc6,d3,Be6,Bb5,Bd7,a4,d5,c3,dxe4,dxe4,Nxe4,O-O,Bc5,Bg5,f6,Bh4,g5,Bg3,Nxg3,Bxc6,Bxc6,Qxd8+,Rxd8,Nbd2,Nxf1,Kxf1,Bxf3,Nxf3,Rd2,b4,Rxf2+,Kg1,Ra2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,d4,g6,c4,Bg7,e3,d6,Nc3,Nf6,Nf3,O-O,Bd3,h6,O-O,c6,Re1,a6,e4,b5,e5,Nh5,g4,Nf4,Bxf4,g5,Nxg5,hxg5,Bxg5,f6,Bh4,Qc7,Qd2,dxe5,dxe5,fxe5,Qg5,Rf6,Ne4,Qd7,Nxf6+,exf6,Bh7+,Kxh7,Qh5+,Bh6,Bxf6,Qxg4+,Qxg4,Bxg4,Rxe5,Nd7,Re7+,Kg6,Bd4,Bg5,Rae1,Bxe7,Rxe7,Nb6,Rg7+,Kf5,Kg2,Kf4,Bxb6,Bf3+,Kf1,Re8,Be3+,Rxe3,fxe3+,Kxe3,Re7+,Kd4,Kf2,Bd1,cxb5,cxb5,Rd7+,Kc4,Rxd1,b4,h4,a5,b3+,Kc3,h5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,Nf3,d5,d4,c6,c3,e6,Nbd2,Bd6,e3,Bd7,Bd3,Na6,Nb3,Qb8,Bd2,Nf6,Qb1,O-O,c4,dxc4,Bxc4,e5,Bxa6,bxa6,dxe5,Bxe5,Nxe5,Re8,f4,Nd5,Nxd7,Qd8,Nbc5,Nc7,O-O,Nd5,b4,Re7,a3,g6,Ne5,Nc7,Nxc6,Qxd2,Nxe7+,Kg7,Rd1,Qe2,Ne4,Re8,Ng3,Qxe3+,Kh1,Rxe7,f5,gxf5,Nxf5+,Kg6,Nxe3+,Re4,Nf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,d4,exd4,c4,dxc3,Bc4,cxb2,Bxb2,d5,Bxd5,Nf6,Bxf7+,Kxf7,Qxd8,Bb4+,Qd2,Bxd2+,Nxd2,Re8,f3,c5,Ne2,b5,a4,b4,Rc1,Na6,Nb3,Nd7,O-O,Bb7,Rfd1,Red8,Na5,Rab8,Rd6,g6,Nxb7,Rxb7,Rxa6,Nb6,Nf4,c4,a5,c3,Bxc3,bxc3,axb6,axb6,Nd5,b5,Rxc3,b4,Rb3,Rc8,h4,Rc2,Ra4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,d4,Nf6,Bf4,g6,Nc3,Bg7,e4,d6,Qd2,O-O,h4,e5,dxe5,dxe5,Qxd8,Rxd8,Bxe5,Nc6,Bxc7,Re8,Bd3,Bg4,f3,Bd7,Nge2,Nb4,O-O-O,Nxd3+,Rxd3,Rac8,Bh2,Bc6,Rhd1,Nd7,Rd6,Nc5,Nd5,Bf8,Nf6+,Kg7,Nxe8+,Kh8,Be5+,Kg8,Nf6+,Kh8,Ng4+,Kg8,Rd8,Rxd8,Rxd8,Ne6,Nf6+,Kg7,Rb8,Nc5,Ng4+,Kg8,Nh6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,d4,Nf6,c4,e6,Nc3,d5,e3,Bb4,Nf3,O-O,Bd3,c6,O-O,Nbd7,a3,Bd6,h3,Re8,Qc2,h6,b4,e5,cxd5,cxd5,Bb5,e4,Nd2,a6,Ba4,b5,Bb3,Nb6,Qa2,Nc4,Rb1,Be6,Bc2,Qd7,Rd1,Bxh3,gxh3,Qxh3,Nf1,Ng4,Bb3,Re6,Nxd5,Bh2+,Nxh2,Nxh2,Nf4,Nf3#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,d5,e5,d4,Nf3,Nc6,Bb5,Bd7,Bxc6,Bxc6,Na3,Nh6,d3,Nf5,Bf4,e6,Qe2,Bxa3,bxa3,Ba4,O-O,f6,Rfb1,b6,exf6,Qxf6,Be5,Qg6,Bxd4,Nxd4,Nxd4,O-O,Qxe6+,Kh8,Qxg6,hxg6,Re1,Rad8,Nb3,Rf5,Re7,Rdf8,f3,Rc8,Rae1,Rf6,Re8+,Rxe8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,f4,exf4,Nf3,d5,exd5,Qxd5,Nc3,Qd8,d4,Nf6,Bxf4,Be7,Bc4,c6,a3,O-O,O-O,Bd6,Qd2,Bxf4,Qxf4,Nbd7,Ba2,Nb6,Rae1,Nfd5,Nxd5,Nxd5,Qd2,Be6,Bb1,g6,c4,Nc7,b3,Re8,d5,Bd7,Ng5,h6,Nxf7,Qe7,Nd6,Qxd6,Qxh6,Rxe1,Rxe1,Re8,Bxg6,Rxe1+,Kf2,Qe5,Qh7+,Kf8,Qf7#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,d4,Nf6,c4,d5,Nc3,dxc4,e3,Nc6,Bxc4,e6,Bd2,b5,Bb3,Ba6,Nge2,Bb4,a3,Bxc3,Bxc3,b4,axb4,Bxe2,Qxe2,Ne4,O-O,Nxc3,bxc3,Ne7,d5,exd5,Rfd1,O-O,Bxd5,Nxd5,c4,Nc3,Qc2,Qf6,Rd4,Rad8,Qxc3,Rxd4,exd4,Rd8,g3,Rxd4,Re1,a6,b5,a5,Qa1,h6,Qxa5,Rxc4,b6,cxb6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,e5,Nb5,d6,c4,a6,N5a3,Be6,Nc3,Be7,Nd5,Nf6,Bd3,O-O,Nc2,Ne8,Nce3,Nc7,b3,f5,exf5,Bxd5,cxd5,Nd4,Bb2,Bg5,Bxd4,exd4,Nc4,Qe7+,Qe2,Rae8,Qxe7,Rxe7+,Kd1,Nxd5,Nxd6,Nc3+,Kc2,Rd8,Nc4,Rf8,Rae1,Ref7,Nd6,Rd7,Bc4+,Kh8,Nf7+,Rdxf7,Bxf7,Nxa2,Re8,Nb4+,Kd1,Rxe8,Bxe8,Kg8,Re1,Kf8,Bd7,Nd3,Re8+,Kf7,Rb8,Nxf2+,Ke2,Ne4,Rxb7,Nd6,Be6+,Kf6,Rb6,Ke5,Kd3,Be3,Rxa6,Nxf5,Ra5+,Kxe6,g4,Nd6,Ra6,Ke5,Ra5+,Kf4,h3,Kg3,Rh5,h6,b4,g6,Rd5,Nf7,Rd7,Ne5+,Ke4,Nxd7,b5,Nb6,Kd3,Kxh3,g5,Kg4,gxh6,Bxh6,Ke4,g5,Kd3,Kf3,Kd2,g4+,Ke1,Be3,Kf1,g3,Ke1,g2,Kd1,g1=Q+,Kc2,Qf2+,Kd3,Qd2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e5,Bc4,Nc6,Bxf7+,Kxf7,Qh5+,g6,Qf3+,Nf6,Nc3,Nd4,Qd3,d6,Nf3,Nxf3+,Qxf3,Bg4,Qg3,c6,h3,Bh5,Qh4,d5,exd5,cxd5,g4,Bxg4,hxg4,Be7,g5,Ne4,Nxe4,dxe4,Qxe4,Qd7,Qxe5,Rad8,Qf4+,Kg7,Qh4,h6,gxh6+,Kh7,Qg5,Bxg5,f4,Bxh6,d3,Qd4,Bd2,Rhe8+,Kd1,Qf2,Rc1,Re2,Be1,Rd2+,Bxd2,Qg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e3,Nf6,d4,g6,c4,d6,Nc3,Bg7,Nf3,O-O,Bd3,Nbd7,Qc2,c5,Bd2,cxd4,exd4,a6,O-O-O,b6,h4,Bb7,h5,Rc8,hxg6,fxg6,Ng5,Qe8,Nxh7,Be4,Nxe4,Nxe4,Bxe4,d5,Bxg6,Rxc4,Bc3,Qc8,Nxf8,Kxf8,Qf5+,Nf6,Qxc8+,Rxc8,Bf5,Rc7,Be6,b5,Kb1,Ne4,Ba5,Rc6,Bd7,Rd6,Bg4,Nxf2,Rdf1,Rf6,Bc7,Nxg4,Rxf6+,Nxf6,Rf1,Kf7,g4,Kg6,g5,Ne4,Be5,Nxg5,Bxg7,Kxg7,Rg1,Kf6,Rf1+,Ke6,Kc2,Ne4,Kd3,Kd6,Re1,e6,b4,Nf6,a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,Nf6,c3,Nxe4,d3,Nxf2,Kxf2,e5,Qg4,d6,Qf3,Be7,g3,O-O,Ne2,f5,Bh3,e4,dxe4,fxe4,Qf4,Rxf4+,Nxf4,Qf8,Bxc8,Nc6,Be3,Rxc8,Nd2,Ne5,Nxe4,Ng4+,Ke2,Nxe3,Kxe3,Bg5,Rhf1,Bxf4+,Rxf4,Qe8,Raf1,d5,Rf8+,Qxf8,Rxf8+,Rxf8,Ng5,Rf1,Kd2,Rf2+,Ke3,Rxb2,Ne6,c6,Nc7,Rxa2,Ne6,Ra3,Nd4,Rxc3+,Kd2,Ra3,Nc2,Rf3,Ne1,Rf2+,Ke3,Rxh2,Nf3,Ra2,Kf4,Ra4+,Ke5,c5,Ng5,c4,Ne6,c3,Nc5,Ra3,Nd3,c2,Nb4,c1=Q,Nd3,Qe3+,Kxd5,Qxd3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,d4,d5,Nf3,Nc6,e3,e5,c4,dxc4,Bxc4,exd4,Nc3,dxe3,fxe3,Qxd1+,Nxd1,b5,Bxb5,Bd7,Nd4,a6,Nxc6,Bxc6,Bxc6+,Kd8,Bxa8,Bb4+,Bd2,Bxd2+,Kxd2,Nf6,Rc1,Ke7,Rf1,Rd8+,Ke1,Rxa8,Rxc7+,Nd7,e4,Rb8,Ne3,Rxb2,Nd5+,Kd6,Rxf7,Rxa2,Rfxd7+,Ke6,Rxg7,Ra1+,Ke2,Ra2+,Ke3,Ra3+,Kf4,Ra4,Rxh7,Rxe4+,Kxe4,Kd6,g4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,d4,d5,Bf4,e6,Nf3,Nc6,e3,Bb4+,c3,Ba5,Nbd2,g6,Bd3,f5,O-O,Nf6,c4,O-O,cxd5,exd5,a3,Bxd2,Qxd2,a5,Rac1,h6,Bb5,Ne4,Qd3,g5,Bxc6,gxf4,Bxb7,Bxb7,exf4,Nd6,Ne5,Ne4,Rc2,c5,dxc5,Rc8,f3,Rxc5,Rxc5,Nxc5,Qd4,Nb3,Qa4,Nd2,Rd1,Nc4,Qb3,Nxe5,fxe5,Re8,Re1,Rxe5,Rxe5,Qg5,Qxb7,Qc1+,Kf2,Qd2+,Kg3,Qg5+,Kf2,Qd2+,Re2,a4,Rxd2,d4,Rxd4,h5,Rd8#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,Nc3,Nf6,d4,e6,e4,d5,e5,Nfd7,Nf3,c5,Bb5,cxd4,Bxd7+,Bxd7,Nxd4,Nc6,O-O,Nxe5,Qh5,Ng6,Bg5,Be7,Be3,O-O,Rad1,Rc8,Rd3,Bf6,Bc1,Qb6,Nb3,Rc4,Rh3,Rh4,Rxh4,Bxh4,Bg5,Bxg5,Qxg5,Qd6,h4,Qe5,Qg4,Qf4,Qxf4,Nxf4,g3,Ng6,Kg2,Bc6,f3,e5,Rd1,Rd8,Ne4,Rd7,Nec5,Re7,Na5,h5,Nxc6,bxc6,Na6,e4,Nb4,exf3+,Kxf3,Ne5+,Kg2,Ng4,Rd2,Ne3+,Kf3,Nc4,Rf2,Re3+,Kg2,Ne5,c3,Ng4,Rd2,Re1,Nxc6,Ne3+,Kf2,Rd1,Rxd1,Nxd1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e6,Nf3,h6,d4,g5,Nc3,Bg7,h4,a6,hxg5,hxg5,Rxh8,Bxh8,Bxg5,Bf6,Bxf6,Qxf6,Qd3,b5,O-O-O,Bb7,e5,Qe7,Qh7,Qf8,d5,f6,dxe6,d6,exd6,cxd6,Qxb7,Qh6+,Kb1,Qf4,Qxa8,d5,Nxd5,Qd6,Nxf6+,Nxf6,Rxd6,Ke7,Qxb8,Nd5,Qd8#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,c4,e5,Nc3,Nc6,g3,Nd4,e3,Nc6,Bg2,Bb4,Nf3,d5,d3,dxc4,d4,exd4,exd4,Bf5,O-O,Nf6,Re1+,Ne4,Nxe4,O-O,Re2,Re8,Ned2,Be4,Nxe4,Nxd4,Nxd4,Be7,Bg5,Bxg5,Nxg5,Qd7,Rxe8+,Qxe8,b3,Qe7,h4,Rd8,bxc4,Qd7,Ngf3,f6,Qb3,c5,Ne2,Qd2,Nxd2,Rxd2,Kf1,Rd4,Qxb7,Rxc4,Rd1,Ra4,Rd8#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,d5,exd5,Qxd5,Nf3,Qd8,Bc4,Nf6,Ne5,e6,O-O,Be7,d4,O-O,c3,Nbd7,f4,Bd6,Na3,Bxa3,bxa3,Ne8,Bb3,Nb6,Be3,Nd5,Bf2,Nxf4,Qf3,Nd5,Bxd5,Qxd5,Qg3,Nf6,c4,Qd8,Rad1,Ne4,Qf4,Nc3,Rd3,Nxa2,Ra1,g5,Qg3,f6,Ng4,f5,Nh6+,Kg7,Nxf5+,exf5,Rxa2,Kh8,Qe5+,Rf6,g4,Kg8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
